"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-01","2014","01","01","","-16,2","","-24,2","","-20,2","","38,2","","0,0","","","M","","M","0,0","","24","","30","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-02","2014","01","02","","-22,2","","-27,0","","-24,6","","42,6","","0,0","","","M","","M","0,4","","23","","3","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-03","2014","01","03","","-18,9","","-24,2","","-21,6","","39,6","","0,0","","","M","","M","0,2","","23","","2","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-04","2014","01","04","","-8,2","","-23,7","","-16,0","","34,0","","0,0","","","M","","M","0,0","","23","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-05","2014","01","05","","0,6","","-12,5","","-6,0","","24,0","","0,0","","","M","","M","6,6","","24","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-06","2014","01","06","","6,7","","-11,1","","-2,2","","20,2","","0,0","","","M","","M","13,4","","21","","24","","72",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-07","2014","01","07","","-11,0","","-16,4","","-13,7","","31,7","","0,0","","","M","","M","0,2","","18","","25","","65",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-08","2014","01","08","","-8,4","","-14,3","","-11,4","","29,4","","0,0","","","M","","M","","M","18","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-09","2014","01","09","","-7,5","","-11,9","","-9,7","","27,7","","0,0","","","M","","M","0,0","","18","","24","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-10","2014","01","10","","-4,0","","-13,3","","-8,7","","26,7","","0,0","","","M","","M","0,0","","18","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-11","2014","01","11","","7,7","","-6,0","","0,9","","17,1","","0,0","","","M","","M","9,4","","18","","25","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-12","2014","01","12","","5,3","","0,8","","3,1","","14,9","","0,0","","","M","","M","0,0","","14","","27","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-13","2014","01","13","","4,5","","-1,6","","1,5","","16,5","","0,0","","","M","","M","0,0","","14","","16","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-14","2014","01","14","","4,7","","-0,9","","1,9","","16,1","","0,0","","","M","","M","4,7","","13","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-15","2014","01","15","","2,3","","-4,0","","-0,9","","18,9","","0,0","","","M","","M","0,0","","12","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-16","2014","01","16","","0,0","","-5,1","","-2,6","","20,6","","0,0","","","M","","M","0,0","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-17","2014","01","17","","0,7","","-4,1","","-1,7","","19,7","","0,0","","","M","","M","0,2","","11","","13","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-18","2014","01","18","","3,1","","-6,4","","-1,7","","19,7","","0,0","","","M","","M","0,2","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-19","2014","01","19","","-1,6","","-6,4","","-4,0","","22,0","","0,0","","","M","","M","0,5","","11","","25","","65",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-20","2014","01","20","","-6,3","","-20,7","","-13,5","","31,5","","0,0","","","M","","M","1,1","","11","","31","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-21","2014","01","21","","-18,5","","-24,0","","-21,3","","39,3","","0,0","","","M","","M","0,2","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-22","2014","01","22","","-17,4","","-25,5","","-21,5","","39,5","","0,0","","","M","","M","0,0","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-23","2014","01","23","","-17,3","","-22,7","","-20,0","","38,0","","0,0","","","M","","M","0,0","","11","","25","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-24","2014","01","24","","-9,6","","-23,3","","-16,5","","34,5","","0,0","","","M","","M","0,0","","11","","15","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-25","2014","01","25","","-5,1","","-15,2","","-10,2","","28,2","","0,0","","","M","","M","0,0","","11","","28","","59",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-26","2014","01","26","","-12,8","","-21,4","","-17,1","","35,1","","0,0","","","M","","M","0,2","","11","","27","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-27","2014","01","27","","-6,0","","-17,1","","-11,6","","29,6","","0,0","","","M","","M","3,0","","11","","26","","70",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-28","2014","01","28","","-10,3","","-19,4","","-14,9","","32,9","","0,0","","","M","","M","0,2","","10","","24","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-29","2014","01","29","","-9,3","","-13,6","","-11,5","","29,5","","0,0","","","M","","M","0,0","","11","","24","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-30","2014","01","30","","-4,1","","-12,3","","-8,2","","26,2","","0,0","","","M","","M","0,0","","11","","15","","39",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-01-31","2014","01","31","","1,4","","-5,4","","-2,0","","20,0","","0,0","","","M","","M","0,0","","10","","20","","78",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-01","2014","02","01","","-1,0","","-9,4","","-5,2","","23,2","","0,0","","","M","","M","9,9","","10","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-02","2014","02","02","","-1,1","","-9,7","","-5,4","","23,4","","0,0","","","M","","M","3,6","","20","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-03","2014","02","03","","-5,2","","-15,4","","-10,3","","28,3","","0,0","","","M","","M","0,2","","20","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-04","2014","02","04","","-6,0","","-17,0","","-11,5","","29,5","","0,0","","","M","","M","0,0","","19","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-05","2014","02","05","","-7,6","","-15,8","","-11,7","","29,7","","0,0","","","M","","M","2,9","","19","","2","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-06","2014","02","06","","-9,0","","-19,3","","-14,2","","32,2","","0,0","","","M","","M","0,0","","18","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-07","2014","02","07","","-7,3","","-11,7","","-9,5","","27,5","","0,0","","","M","","M","0,0","","19","","25","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-08","2014","02","08","","-5,5","","-11,9","","-8,7","","26,7","","0,0","","","M","","M","0,0","","10","","23","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-09","2014","02","09","","-5,3","","-12,1","","-8,7","","26,7","","0,0","","","M","","M","0,6","","10","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-10","2014","02","10","","-6,8","","-15,2","","-11,0","","29,0","","0,0","","","M","","M","0,2","","11","","26","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-11","2014","02","11","","-11,1","","-18,4","","-14,8","","32,8","","0,0","","","M","","M","0,0","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-12","2014","02","12","","-9,7","","-22,5","","-16,1","","34,1","","0,0","","","M","","M","0,2","","11","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-13","2014","02","13","","-6,1","","-18,1","","-12,1","","30,1","","0,0","","","M","","M","0,3","","10","","2","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-14","2014","02","14","","-2,5","","-6,1","","-4,3","","22,3","","0,0","","","M","","M","5,6","","12","","2","","59",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-15","2014","02","15","","-5,4","","-12,6","","-9,0","","27,0","","0,0","","","M","","M","0,0","","17","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-16","2014","02","16","","-9,3","","-16,1","","-12,7","","30,7","","0,0","","","M","","M","0,0","","15","","25","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-17","2014","02","17","","-9,8","","-17,2","","-13,5","","31,5","","0,0","","","M","","M","0,2","","10","","20","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-18","2014","02","18","","-3,4","","-15,3","","-9,4","","27,4","","0,0","","","M","","M","0,9","","10","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-19","2014","02","19","","1,4","","-5,4","","-2,0","","20,0","","0,0","","","M","","M","0,0","","10","","13","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-20","2014","02","20","","3,2","","-4,3","","-0,6","","18,6","","0,0","","","M","","M","0,0","","10","","26","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-21","2014","02","21","","4,5","","0,3","","2,4","","15,6","","0,0","","","M","","M","18,4","","10","","23","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-22","2014","02","22","","6,4","","-1,2","","2,6","","15,4","","0,0","","","M","","M","0,0","","7","","23","","69",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-23","2014","02","23","","1,8","","-4,2","","-1,2","","19,2","","0,0","","","M","","M","0,0","","5","","28","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-24","2014","02","24","","-4,2","","-10,6","","-7,4","","25,4","","0,0","","","M","","M","0,2","","5","","26","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-25","2014","02","25","","-8,8","","-13,1","","-11,0","","29,0","","0,0","","","M","","M","0,0","","5","","25","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-26","2014","02","26","","-9,4","","-14,1","","-11,8","","29,8","","0,0","","","M","","M","0,9","","5","","26","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-27","2014","02","27","","-6,7","","-14,1","","-10,4","","28,4","","0,0","","","M","","M","0,0","","5","","20","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-02-28","2014","02","28","","-12,0","","-17,9","","-15,0","","33,0","","0,0","","","M","","M","0,0","","5","","20","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-01","2014","03","01","","-2,8","","-14,1","","-8,5","","26,5","","0,0","","","M","","M","0,5","","5","","25","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-02","2014","03","02","","-5,6","","-15,5","","-10,6","","28,6","","0,0","","","M","","M","0,5","","5","","21","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-03","2014","03","03","","-12,5","","-18,3","","-15,4","","33,4","","0,0","","","M","","M","0,0","","5","","26","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-04","2014","03","04","","-10,8","","-17,7","","-14,3","","32,3","","0,0","","","M","","M","0,8","","5","","24","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-05","2014","03","05","","-8,5","","-17,2","","-12,9","","30,9","","0,0","","","M","","M","0,2","","5","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-06","2014","03","06","","-6,9","","-19,4","","-13,2","","31,2","","0,0","","","M","","M","0,0","","5","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-07","2014","03","07","","0,2","","-17,8","","-8,8","","26,8","","0,0","","","M","","M","0,0","","5","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-08","2014","03","08","","3,3","","-6,2","","-1,5","","19,5","","0,0","","","M","","M","0,0","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-09","2014","03","09","","-3,7","","-11,9","","-7,8","","25,8","","0,0","","","M","","M","1,9","","5","","20","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-10","2014","03","10","","0,7","","-5,4","","-2,4","","20,4","","0,0","","","M","","M","4,1","","8","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-11","2014","03","11","","5,4","","0,4","","2,9","","15,1","","0,0","","","M","","M","0,0","","11","","27","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-12","2014","03","12","","1,5","","-11,9","","-5,2","","23,2","","0,0","","","M","","M","6,0","","5","","1","","65",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-13","2014","03","13","","-6,9","","-14,6","","-10,8","","28,8","","0,0","","","M","","M","0,7","","9","","29","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-14","2014","03","14","","2,2","","-15,9","","-6,9","","24,9","","0,0","","","M","","M","0,0","","6","","15","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-15","2014","03","15","","4,7","","-8,3","","-1,8","","19,8","","0,0","","","M","","M","0,0","","5","","30","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-16","2014","03","16","","-8,2","","-14,8","","-11,5","","29,5","","0,0","","","M","","M","0,0","","4","","28","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-17","2014","03","17","","-6,5","","-16,1","","-11,3","","29,3","","0,0","","","M","","M","0,0","","4","","25","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-18","2014","03","18","","-2,1","","-13,3","","-7,7","","25,7","","0,0","","","M","","M","0,0","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-19","2014","03","19","","3,2","","-8,9","","-2,9","","20,9","","0,0","","","M","","M","0,6","","3","","16","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-20","2014","03","20","","3,1","","-0,2","","1,5","","16,5","","0,0","","","M","","M","2,3","","3","","25","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-21","2014","03","21","","2,6","","-2,8","","-0,1","","18,1","","0,0","","","M","","M","0,0","","3","","26","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-22","2014","03","22","","0,7","","-3,7","","-1,5","","19,5","","0,0","","","M","","M","6,8","","2","","26","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-23","2014","03","23","","0,2","","-16,1","","-8,0","","26,0","","0,0","","","M","","M","0,5","","3","","31","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-24","2014","03","24","","-4,6","","-18,1","","-11,4","","29,4","","0,0","","","M","","M","0,0","","3","","27","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-25","2014","03","25","","-0,6","","-10,5","","-5,6","","23,6","","0,0","","","M","","M","0,0","","3","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-26","2014","03","26","","-2,5","","-10,4","","-6,5","","24,5","","0,0","","","M","","M","0,0","","2","","29","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-27","2014","03","27","","-1,6","","-12,4","","-7,0","","25,0","","0,0","","","M","","M","0,0","","2","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-28","2014","03","28","","4,2","","-2,3","","1,0","","17,0","","0,0","","","M","","M","12,1","","6","","15","","39",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-29","2014","03","29","","3,3","","0,7","","2,0","","16,0","","0,0","","","M","","M","0,0","","3","","3","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-30","2014","03","30","","0,7","","-1,4","","-0,4","","18,4","","0,0","","","M","","M","9,8","","11","","3","","61",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-03-31","2014","03","31","","6,2","","-1,5","","2,4","","15,6","","0,0","","","M","","M","0,0","","5","","36","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-01","2014","04","01","","5,0","","-2,9","","1,1","","16,9","","0,0","","","M","","M","0,0","","1","","4","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-02","2014","04","02","","5,0","","1,4","","3,2","","14,8","","0,0","","","M","","M","0,0","","1","","23","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-03","2014","04","03","","3,4","","-2,5","","0,5","","17,5","","0,0","","","M","","M","0,0","","1","","34","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-04","2014","04","04","","7,4","","-2,8","","2,3","","15,7","","0,0","","","M","","M","15,7","","1","","15","","57",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-05","2014","04","05","","5,1","","0,4","","2,8","","15,2","","0,0","","","M","","M","1,1","","3","","25","","54",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-06","2014","04","06","","7,1","","-1,0","","3,1","","14,9","","0,0","","","M","","M","0,0","","3","","25","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-07","2014","04","07","","13,3","","-1,4","","6,0","","12,0","","0,0","","","M","","M","6,5","","3","","16","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-08","2014","04","08","","5,7","","3,0","","4,4","","13,6","","0,0","","","M","","M","22,3","","3","","25","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-09","2014","04","09","","4,9","","-1,6","","1,7","","16,3","","0,0","","","M","","M","0,0","","2","","28","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-10","2014","04","10","","16,3","","-1,7","","7,3","","10,7","","0,0","","","M","","M","3,0","","2","","25","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-11","2014","04","11","","11,9","","2,8","","7,4","","10,6","","0,0","","","M","","M","0,2","","2","","26","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-12","2014","04","12","","14,4","","1,3","","7,9","","10,1","","0,0","","","M","","M","0,0","","1","","24","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-13","2014","04","13","","11,6","","2,7","","7,2","","10,8","","0,0","","","M","","M","7,6","","1","","1","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-14","2014","04","14","","","","","","","","","","","","","","","","","","","","","","",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-15","2014","04","15","","16,5","","-5,0","","5,8","","12,2","","0,0","","","M","","M","8,9","","1","","27","","63",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-16","2014","04","16","","0,7","","-7,2","","-3,3","","21,3","","0,0","","","M","","M","0,0","","1","","29","","59",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-17","2014","04","17","","7,7","","-4,2","","1,8","","16,2","","0,0","","","M","","M","0,0","","0","T","11","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-18","2014","04","18","","11,2","","1,5","","6,4","","11,6","","0,0","","","M","","M","0,0","","0","T","13","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-19","2014","04","19","","10,7","","0,9","","5,8","","12,2","","0,0","","","M","","M","0,0","","0","T","30","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-20","2014","04","20","","14,1","","-1,0","","6,6","","11,4","","0,0","","","M","","M","0,0","","0","T","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-21","2014","04","21","","19,4","","7,2","","13,3","","4,7","","0,0","","","M","","M","0,3","","0","T","24","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-22","2014","04","22","","12,9","","6,9","","9,9","","8,1","","0,0","","","M","","M","10,3","","0","T","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-23","2014","04","23","","11,9","","2,7","","7,3","","10,7","","0,0","","","M","","M","0,0","","0","T","34","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-24","2014","04","24","","12,8","","1,1","","7,0","","11,0","","0,0","","","M","","M","0,0","","0","T","32","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-25","2014","04","25","","12,2","","-0,4","","5,9","","12,1","","0,0","","","M","","M","0,0","","0","T","5","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-26","2014","04","26","","9,1","","2,9","","6,0","","12,0","","0,0","","","M","","M","10,2","","0","T","36","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-27","2014","04","27","","10,7","","2,5","","6,6","","11,4","","0,0","","","M","","M","1,7","","0","T","2","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-28","2014","04","28","","12,3","","3,0","","7,7","","10,3","","0,0","","","M","","M","0,0","","0","T","3","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-29","2014","04","29","","16,4","","6,0","","11,2","","6,8","","0,0","","","M","","M","1,9","","","","17","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-04-30","2014","04","30","","11,0","","5,1","","8,1","","9,9","","0,0","","","M","","M","31,1","","0","T","11","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-01","2014","05","01","","16,0","","6,2","","11,1","","6,9","","0,0","","","M","","M","7,3","","","","24","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-02","2014","05","02","","13,0","","8,3","","10,7","","7,3","","0,0","","","M","","M","0,0","","","","23","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-03","2014","05","03","","16,8","","8,5","","12,7","","5,3","","0,0","","","M","","M","0,5","","","","21","","44",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-04","2014","05","04","","12,1","","7,5","","9,8","","8,2","","0,0","","","M","","M","18,4","","","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-05","2014","05","05","","13,4","","4,6","","9,0","","9,0","","0,0","","","M","","M","","M","","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-06","2014","05","06","","14,9","","3,0","","9,0","","9,0","","0,0","","","M","","M","0,0","","","","29","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-07","2014","05","07","","15,9","","2,2","","9,1","","8,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2014-05-08","2014","05","08","","17,1","","6,2","","11,7","","6,3","","0,0","","","M","","M","0,0","","","","6","","33",""
