"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-08-31","0.44","0.0",,,"78","68",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-01","0.00","0.0",,,"79","66",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-02","0.17","0.0",,,"83","65",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-03","0.00","0.0",,,"78","64",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-04","0.02","0.0",,,"82","61",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-05","0.12","0.0",,,"87","68",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-06","0.20","0.0",,,"74","51",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-07","0.00","0.0",,,"72","51",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-08","0.00","0.0",,,"76","53",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-09","0.00","0.0",,,"74","58",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-10","0.00","0.0",,,"77","58",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-11","0.28","0.0",,,"77","50",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-12","0.00","0.0",,,"57","43",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-13","0.75","0.0",,,"55","43",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-14","0.00","0.0",,,"52","40",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-15","0.01","0.0",,,"65","41",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-16","0.02","0.0",,,"65","49",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-17","0.10","0.0",,,"63","46",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-18","0.01","0.0",,,"54","38",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-19","0.00","0.0",,,"55","34",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-20","0.01","0.0",,,"68","49",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-21","0.24","0.0",,,"74","57",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-22","0.00","0.0",,,"57","44",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-23","0.05","0.0",,,"63","45",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-24","0.00","0.0",,,"71","44",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-25","0.00","0.0",,,"73","51",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-26","0.00","0.0",,,"78","53",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-27","0.00","0.0",,,"78","55",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-28","0.00","0.0",,,"77","59",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-29","0.00","0.0",,,"64","48",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-09-30","0.00","0.0",,,"63","49",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-01","0.00","0.0",,,"62","51",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-02","0.00","0.0",,,"69","48",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-03","0.00","0.0",,,"74","48",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-04","0.93","0.0",,,"62","50",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-05","0.00","0.0",,,"57","46",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-06","0.02","0.0",,,"61","46",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-07","0.16","0.0",,,"65","53",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-08","0.78","0.0",,,"63","48",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-09","0.03","0.0",,,"54","41",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-10","0.00","0.0",,,"53","40",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-11","0.00","0.0",,,"56","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-12","0.00","0.0",,,"56","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-13","0.00","0.0",,,"64","36",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-14","0.00","0.0",,,"77","57",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-15","0.25","0.0",,,"74","65",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-16","0.30","0.0",,,"71","58",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-17","0.02","0.0",,,"65","58",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-18","0.06","0.0",,,"62","43",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-19","0.00","0.0",,,"45","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-20","0.05","0.0",,,"44","35",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-21","0.12","0.0",,,"45","42",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-22","0.00","0.0",,,"55","43",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-23","0.23","0.0",,,"47","44",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-24","0.04","0.0",,,"53","41",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-25","0.15","0.0",,,"56","41",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-26","0.03","0.0",,,"52","45",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-27","0.01","0.0",,,"52","42",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-28","0.24","0.0",,,"57","45",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-29","0.02","0.0",,,"58","47",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-30","0.00","0.0",,,"50","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-10-31","0.00","0.0",,,"45","35",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-01","0.00","0.0",,,"44","35",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-02","0.00","0.0",,,"46","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-03","0.00","0.0",,,"43","30",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-04","0.09","0.0",,,"53","40",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-05","0.08","0.0",,,"54","42",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-06","0.12","0.0",,,"47","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-07","0.07","0.0",,,"41","32",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-08","0.01","0.0",,,"40","29",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-09","0.00","0.0",,,"44","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-10","0.00","0.0",,,"45","38",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-11","0.00","0.0",,,"54","32",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-12","0.15","0.0",,,"47","35",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-13","0.00","0.0",,,"40","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-14","0.00","0.0",,,"36","25",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-15","0.00","0.0",,,"35","23",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-16","0.05","0.3","0.0",,"38","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-17","0.50","5.0","0.4",,"35","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-18","0.08","0.8","1.6",,"35","24",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-19","0.02","0.2","1.6",,"28","18",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-20","0.02","0.2","1.6",,"32","23",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-21","0.00","0.0","1.6",,"24","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-22","0.15","0.2","0.8",,"37","18",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-23","0.00","0.0",,,"46","37",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-24","0.63","0.0",,,"64","44",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-25",,"0.0",,,"46","36",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-26","0.00","0.0",,,"36","30",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-27","0.00","0.0",,,"32","25",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-28","0.02","0.2","0.0",,"27","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-29","0.00","0.0","0.0",,"31","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-11-30","0.02","0.0",,,"44","30",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-01","0.01","0.0",,,"43","16",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-02","0.22","2.4","1.2",,"26","5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-03","0.24","0.2","0.8",,"38","26",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-04","0.00","0.0","0.0",,"32","12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-05","0.09","0.9","0.0",,"24","8",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-06","0.02","0.2","0.8",,"30","21",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-07","0.00","0.0","0.8",,"23","9",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-08","0.00","0.0","0.8",,"28","7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-09","0.27","2.7","0.8",,"32","23",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-10","0.79","7.9","2.0",,"32","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-11","0.20","1.9","4.7",,"33","26",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-12","0.08","0.8","5.1",,"29","24",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-13","0.00","0.0","4.7",,"29","21",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-14","0.00","0.0","4.7",,"30","23",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-15","0.00","0.0","4.3",,"32","29",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-16","0.00","0.0","4.3",,"33","29",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-17","0.09","0.1","3.9",,"33","32",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-18","0.08","0.8","4.3",,"33","28",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-19","0.00","0.0","3.9",,"28","11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-20","0.00","0.0","3.9",,"18","4",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-21","0.01","0.1","3.9",,"19","13",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-22","0.00","0.0","3.9",,"22","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-23","0.22","1.2","4.3",,"38","22",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-24","1.26","0.0","3.9",,"43","36",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-25","0.04","0.0","0.0",,"46","38",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-26","0.00","0.0",,,"40","35",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-27","0.01","0.0",,,"45","34",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-28","0.03","0.0",,,"47","26",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-29",,"0.0",,,"31","12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-30","0.00","0.0",,,"13","6",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2014-12-31","0.00","0.0",,,"21","5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-01","0.07","0.7","0.0",,"27","18",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-02","0.00","0.0","0.4",,"26","6",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-03","0.79","7.9","0.4",,"17","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-04","1.07","0.2","3.1",,"37","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-05","0.00","0.0","2.4",,"22","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-06","0.09","0.9","2.4",,"17","-2",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-07","0.15","1.5","3.1",,"16","-16",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-08","0.09","0.9","3.9",,"19","-18",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-09","0.10","1.0","4.7",,"21","6",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-10","0.02","0.2","2.8",,"16","8",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-11","0.00","0.0","2.8",,"24","10",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-12","0.17","1.7","2.8",,"29","2",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-13","0.00","0.0","3.9",,"1","-10",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-14","0.00","0.0","3.9",,"6","-10",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-15","0.03","0.3","3.9",,"24","-5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-16","0.06","0.6","4.3",,"28","-4",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-17","0.00","0.0","4.3",,"5","-11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-18","0.20","1.7","4.3",,"37","5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-19","0.04","0.4","4.3",,"35","8",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-20","0.00","0.0","4.3",,"7","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-21","0.00","0.0","4.3",,"13","-5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-22","0.00","0.0","4.3",,"15","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-23","0.00","0.0","3.9",,"32","10",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-24","0.02","0.2","3.9",,"31","27",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-25","0.00","0.0","3.9",,"29","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-26","0.00","0.0","3.9",,"6","-7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-27",,,"3.9",,"15","3",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-28","0.00","0.0","3.9",,"17","5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-29","0.13","1.3","3.9",,"32","3",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-30","0.19","1.9","5.1",,"28","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-01-31","0.00","0.0","5.5",,"6","-9",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-01","0.00","0.0","5.5",,"6","-4",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-02","0.27","2.7","5.5",,"1","-9",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-03","0.02","0.2","4.7",,"17","-12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-04","0.25","2.8","5.1",,"25","15",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-05","0.01","0.1","6.7",,"19","-8",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-06","0.09","0.9","6.7",,"14","-12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-07","0.01","0.1","7.1",,"9","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-08","0.34","3.4","7.1",,"7","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-09","0.02","0.2","6.3",,"11","4",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-10","0.01","0.1","7.1",,"19","5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-11","0.09","0.9","7.1",,"12","1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-12","0.20","2.0","8.7",,"19","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-13","0.00","0.0","9.1",,"0","-11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-14","0.05","0.5","9.1",,"7","-5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-15","0.00","0.0","7.5",,"7","-7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-16","0.00","0.0","7.5",,"3","-11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-17","0.00","0.0","7.1",,"9","-12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-18","0.01","0.1","7.1",,"19","-7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-19","0.24","2.4","7.5",,"18","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-20","0.06","0.6","6.3",,"6","-3",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-21","0.16","1.6","5.9",,"18","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-22","0.05","0.5","7.5",,"26","11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-23","0.00","0.0","7.1",,"12","-12",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-24","0.00","0.0","6.3",,"16","-14",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-25","0.02","0.3","6.3",,"24","0",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-26","0.00","0.0","6.3",,"9","-7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-27","0.00","0.0","6.3",,"15","-7",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-02-28","0.00","0.0","5.9",,"22","1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-01","0.01","0.1","5.5",,"26","1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-02","0.04","0.4","5.5",,"28","11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-03","0.24","2.4","5.9",,"25","-2",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-04","0.00","0.0","7.1",,"35","22",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-05","0.02","0.2","6.7",,"22","-1",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-06","0.00","0.0","6.7",,"20","-5",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-07","0.02","0.2","6.3",,"28","8",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-08","0.03","0.3","6.7",,"31","20",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-09","0.07","0.7","7.5",,"36","26",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-10","0.00","0.0","7.5",,"46","25",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-11","0.00","0.0","4.3",,"46","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-12","0.00","0.0","1.6",,"31","16",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-13","0.00","0.0","0.4",,"28","14",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-14","0.35","2.9","0.4",,"33","26",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-15","0.08","0.8","3.1",,"32","17",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-16","0.00","0.0","3.1",,"36","11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-17","0.07","0.7","1.6",,"35","18",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-18","0.00","0.0","1.6",,"23","11",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-19","0.00","0.0","1.6",,"29","9",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-20","0.00","0.0","1.2",,"38","14",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-21","0.29","1.5","1.2",,"35","13",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-22",,,"2.0",,"16","4",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-23","0.00","0.0",,,"21","3",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-24","0.00","0.0","1.2",,"31","9",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-25","0.02","0.0","1.2",,"44","16",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-26","0.06","0.0","0.0",,"42","34",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-27","0.13","1.4","0.0",,"36","22",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-28","0.00","0.0","1.2",,"29","15",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-29","0.00","0.0","0.0",,"38","14",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-30","0.08","0.4","0.0",,"39","31",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-03-31","0.00","0.0",,,"36","23",,
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-01","0.00","0.0","0.0","28","36","20","   24","96.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-02","0.12","0.0","0.0","39","50","27","   23","91.7"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-03","0.17","0.0","0.0","48","55","41","   25","107.4"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-04","0.37","1.7","0.8","33","42","24","   35","125.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-05","0.00","0.0","0.8","28","34","23","   26","116.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-06","0.02","0.2","0.0","29","37","21","   21","71.6"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-07","0.00","0.0","0.0","34","42","25","    2","87.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-08","0.13","1.3","0.0","35","43","26","   12","87.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-09","0.26","0.0","0.4","38","44","32","   13","125.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-10","0.47","0.0",,"45","53","38","   22","170.0"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-11","0.00","0.0",,"42","47","37","   23","149.9"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-12","0.00","0.0",,"49","62","36","   23","96.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-13","0.16","0.0",,"54","72","36","   24","156.6"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-14","0.00","0.0",,"52","62","42","   26","136.5"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-15","0.00","0.0",,"46","58","35","    2","82.8"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-16","0.00","0.0",,"46","61","31","   24","111.8"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-17","0.00","0.0",,"56","69","43","   21","111.8"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-18","0.00","0.0",,"43","50","36","   31","107.4"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-19","0.00","0.0",,"44","54","33","    7","87.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-20","0.49","0.0",,"46","50","41","   11","125.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-21","0.69","0.0",,"47","54","40","   22","125.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-22","0.12","0.0",,"44","49","39","   20","102.9"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-23","0.09","0.0",,"39","44","35","   24","125.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-24","0.00","0.0","0.0","36","40","33","   26","98.4"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-25","0.00","0.0",,"44","54","33","   23","91.7"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-26","0.00","0.0",,"46","54","38","    1","71.6"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-27","0.03","0.0",,"50","59","41","    4","91.7"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-28","0.00","0.0",,"53","67","39","   33","78.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-29","0.00","0.0",,"53","63","43","    8","82.8"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-04-30","0.00","0.0",,"52","62","42","    2","96.2"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-01","0.00","0.0",,"56","67","46","    0","0.0"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-02","0.00","0.0",,"60","74","45","   28","78.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-03","0.00","0.0",,"64","77","51","   21","78.3"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-04","0.06","0.0",,"69","83","56","   23","161.1"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-05","0.00","0.0",,"59","69","49","   24","98.4"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-06","0.00","0.0",,"61","76","45","   26","98.4"
"CA007025251","MONTREAL INTERNATIONAL A, QC CA","2015-05-07","0.00","0.0",,"67","80","53","   22","82.8"
